screen_name,name,description,status,verified,followers_count,friends_count,statuses_count,listedcount,bot
lexfridman,Lex Fridman,Working on passing the Turing Test.,RT @Pingtr1p: Joe Rogan is going to save us from the Lexbot uprising. @joerogan @lexfridman https://t.co/tJdsaWF8rU,false,495116,4,1303,2614,false
